FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CALL SIGN;;;1A;CALL SIGN;;1129/1;1-38;M
2;NADGE FUNCTION;;;2A;NADGE FUNCTION;;1542/1;2-3;M*
