FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;WSM AREA TYPE;;;1A;WSM AREA TYPE;;1284/18;3-4;M
2;DIRECTION AND SPEED;;;2A;DIRECTION AND SPEED;;2039;9-10;M*
3;START TIME OR DURATION;;;3A;DAY-TIME START;;2000;1-7;M*
;START TIME OR DURATION;;;3B;TIME PERIOD IN HOURS;;1047/1;;
4;DAY-TIME STOP;;;4A;DAY-TIME STOP;;2000;7-7;M*
