FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;DESCRIPTION OF ROTA EVENT;;;1A;DESCRIPTION OF ROTA EVENT;;1724/4;4-6;M
2;STATUS OF ROTA EVENT;;;2A;STATUS OF ROTA EVENT;;1724/3;4-5;M
