FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;ORDNANCE SENSOR;;;1A;ORDNANCE SENSOR;;1434/9;1-68;M*
2;DESCRIPTION OF SENSOR DOME;;;2A;DESCRIPTION OF SENSOR DOME;;1363/56;1-38;M*
3;SENSOR DOME DIAMETER IN METRES, CENTIMETRES, OR MILLIMETRES;;;3A;SENSOR DOME DIAMETER IN METRES, CENTIMETRES, OR MILLIMETRES;;2115;3-8;M*
