FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;MISSION NUMBER OF DELAYED FLIGHT;;;1A;MISSION NUMBER OF DELAYED FLIGHT;;1012/74;1-8;M
2;REASON FOR DELAY;;;2A;REASON FOR DELAY;;1318/2;3-8;M
3;EXPLANATION;;;3A;EXPLANATION;;1357/3;1-67;C
