FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;GENERAL AREA COVERED;;;1A;GENERAL AREA;;1083/1;1-50;M
