FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;DATA ENTRY;;;1A;DATA ENTRY;;1348/1;2-2;M
2;EMITTER SPOT NUMBER;;;2A;EMITTER SPOT NUMBER;;2384;5-5;M
3;TRANSMIT RADIO FREQUENCY;;;3A;TRANSMIT RADIO FREQUENCY;;2383;3-11;O
4;RADIO FREQUENCY BANDWIDTH;;;4A;RADIO FREQUENCY BANDWIDTH;;2383;3-11;O
5;SIGNAL TYPE;;;5A;SIGNAL TYPE;;1181/7;1-1;O
6;RADIO/RADAR FUNCTION;;;6A;RADIO RADAR FUNCTION;;1471/1;2-2;O
