FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF SPECIAL ECM AIRCRAFT REMAINING;;;1A;NUMBER OF SPECIAL ECM AIRCRAFT REMAINING;;1044/26;3-3;M
2;NUMBER OF SPECIAL ECM WEAPON SYSTEMS COMBAT READY;;;2A;NUMBER OF SPECIAL ECM WEAPON SYSTEMS COMBAT READY;;1044/22;3-3;M
3;TOTAL NUMBER OF ECM AIRCRAFT LOST;;;3A;TOTAL NUMBER OF ECM AIRCRAFT LOST;;1044/27;3-3;M
