FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;STANDARD SHIP DESIGNATOR;;;1A;STANDARD SHIP DESIGNATOR;;1036/14;2-5;M
2;SHIP TYPE, INTELLIGENCE;;;2A;SHIP TYPE, INTELLIGENCE;;1036/15;2-5;M
3;SHIP CLASS NAME;;;3A;SHIP CLASS NAME;;1022/227;1-54;M
4;COUNTRY;;;4A;COUNTRY;;1026/18;2-2;O
5;SHIP NAME, EXPANDED;;;5A;SHIP NAME, EXPANDED;;1022/251;1-54;M
6;PENNANT NUMBER;;;6A;PENNANT NUMBER;;1012/46;1-10;M
7;REMARKS;;;7A;REMARKS;;1357/28;1-68;O
