FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;FORMATION NUMBER;;;1A;FORMATION NUMBER;;1945/1;2-2;M
2;COURSE, DEGREES TRUE;;;2A;COURSE IN DEGREES, TRUE;;1439/4;3-3;M
3;AXIS, DEGREES TRUE;;;3A;AXIS DEGREES TRUE;;1439/8;3-3;O
4;SPEED IN KNOTS;;;4A;SPEED IN KNOTS, 1 DECIMAL PLACE;;1061/17;3-4;O
