FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;FIRST SELECTED FUZE;;;1A;FIRST SELECTED FUZE;;1192/4;2-3;M
2;SECOND SELECTED FUZE;;;2A;SECOND SELECTED FUZE;;1192/5;2-3;O
