FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;PW INTELLIGENCE CATEGORY;;;1A;PW INTELLIGENCE CATEGORY;;1286/19;1-1;M
2;CO-OPERATION RATING;;;2A;CO-OPERATION RATING;;1091/1;1-1;M
