FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF EW SUPPORT AIRCRAFT REMAINING;;;1A;NUMBER OF EW SUPPORT AIRCRAFT REMAINING;;1044/14;3-3;M
2;NUMBER OF EW SUPPORTED WEAPON SYSTEMS COMBAT READY;;;2A;NUMBER OF EW SUPPORTED WEAPON SYSTEMS COMBAT READY;;1044/18;3-3;M
3;TOTAL NUMBER OF AIRCRAFT LOST;;;3A;TOTAL NUMBER OF AIRCRAFT LOST;;1044/10;3-3;M
