FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;STANDARD EMITTER DESIGNATION;;;1A;STANDARD EMITTER DESIGNATION;;1121/4;1-15;M
2;CREDIBILITY;;;2A;CREDIBILITY;;1461/1;3-4;M
3;ELINT NOTATION OR SORTING CODE;;;3A;ELINT NOTATION;;1012/34;4-5;M
;ELINT NOTATION OR SORTING CODE;;;3B;SORTING CODE;;1012/76;;
4;RADIO/RADAR FUNCTION;;;4A;RADIO RADAR FUNCTION;;1471/1;2-2;O
5;CRYSTAL FREQUENCY;;;5A;CRYSTAL FREQUENCY;;2064;3-14;O
6;CRYSTAL COUNTDOWN;;;6A;CRYSTAL COUNTDOWN;;1472/1;1-3;O
