FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;CRYPTOVARIABLE LOGICAL LABEL (CVLL);;;1A;CRYPTOVARIABLE LOGICAL LABEL (CVLL);;1012/212;1-3;M
2;KEY SHORT TITLE;;;2A;KEY SHORT TITLE;;1356/3;6-18;M
3;ENCRYPTION KEY SHORT TITLE;;;3A;ENCRYPTION KEY SHORT TITLE;;1356/4;6-18;O
4;SECURE DATA UNIT (SDU) LOCATION NUMBER;;;4A;SECURE DATA UNIT (SDU) LOCATION NUMBER;;1012/153;1-2;O*
