FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;MINING GEAR AVAILABILITY;;;1A;MINING GEAR AVAILABILITY;;1027/40;2-3;M
2;TORPEDO LOADING GEAR AVAILABILITY;;;2A;TORPEDO LOADING GEAR AVAILABILITY;;1027/41;2-3;M
