FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;NUMBER OF COMMON USER CHANNELS;;;1A;NUMBER OF COMMON USER CHANNELS;;1044/277;1-3;M
2;NUMBER OF DEDICATED CHANNELS FOR PERMANENT CONNECTIONS;;;2A;NUMBER OF DEDICATED CHANNELS FOR PERMANENT CONNECTIONS;;1044/276;1-3;O
3;NUMBER OF CHANNELS RESERVED FOR PACKET SWITCHING;;;3A;NUMBER OF CHANNELS RESERVED FOR PACKET SWITCHING;;1044/275;1-3;C
4;NUMBER OF SOLE USER CONNECTIONS;;;4A;NUMBER OF SOLE USER CONNECTIONS;;1044/280;1-3;O
