FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TARGET MEDIAN DETECTION RANGE, YARDS, KILOYARDS OR NM;;;1A;TARGET MEDIAN DETECTION RANGE, YARDS, KILOYARDS OR NM;;2275;3-8;M
2;VARIABLE LINE ARRAY DIFAR MODE;;;2A;VARIABLE LINE ARRAY DIFAR MODE;;1443/2;2-4;M
3;VARIABLE LINE ARRAY DIFAR HYDROPHONE DEPTH, FEET OR METRES.;;;3A;VARIABLE LINE ARRAY DIFAR HYDROPHONE DEPTH, FEET OR METRES.;;2264;2-7;O
4;TARGET ASPECT;;;4A;TARGET ASPECT;;1707/2;3-5;O
