FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;AREA AVAILABLE FOR AIRCRAFT PARKING;;;1A;AREA AVAILABLE FOR AIRCRAFT PARKING;;2045;3-9;O
2;HELIPADS AVAILABLE;;;2A;HELIPADS AVAILABLE;;1044/44;1-2;C
