FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;EQUIPMENT STATUS, INTELLIGENCE;;;1A;EQUIPMENT STATUS, INTELLIGENCE;;1108/5;1-3;M
2;REMARKS;;;2A;REMARKS;;1357/28;1-68;O
