FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;WATER WIDTH IN METRES;;;1A;WATER WIDTH IN METRES;;1658/20;1-3;M
2;TOTAL GAP WIDTH, INCLUDING WATERWAY, IN METRES;;;2A;TOTAL GAP WIDTH, INCLUDING WATERWAY, IN METRES;;1658/21;1-3;M
