FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;SATELLITE CONNECTION TYPE;;;1A;SATELLITE CONNECTION TYPE;;1181/10;3-3;M
