FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;TRANSMISSION MODE;;;1A;TRANSMISSION MODE;;1181/1;2-9;M
2;NUMBER OF MESSAGES SENT TO AIRCRAFT;;;2A;NUMBER OF MESSAGES SENT TO AIRCRAFT;;1044/127;1-2;M
3;NUMBER OF MESSAGES RECEIVED BY AIRCRAFT;;;3A;NUMBER OF MESSAGES RECEIVED BY AIRCRAFT;;1044/183;1-2;M
4;RELIABILITY AIRCRAFT;;;4A;RELIABILITY;;1064/7;1-3;M
5;COMMUNICATION LOW RELIABILITY CAUSE AIRCRAFT;;;5A;COMMUNICATION LOW RELIABILITY CAUSE;;1481/1;2-3;M
6;NUMBER OF MESSAGES SENT TO GROUND STATION;;;6A;NUMBER OF MESSAGES SENT TO GROUND STATION;;1044/184;1-2;M
7;NUMBER OF MESSAGES RECEIVED BY GROUND STATION;;;7A;NUMBER OF MESSAGES RECEIVED BY GROUND STATION;;1044/191;1-2;M
8;RELIABILITY GROUND;;;8A;RELIABILITY;;1064/7;1-3;M
9;COMMUNICATION LOW RELIABILITY CAUSE GROUND;;;9A;COMMUNICATION LOW RELIABILITY CAUSE;;1481/1;2-3;O
