FF-SEQ;FIELD USE DESIGNATOR;;;CLASSNAME;NAME;FLD DESC;FFIRN;STRUCTURE;CARD;
1;DIRECTION OF WIND, DEGREES MAGNETIC;;;1A;DIRECTION OF WIND, DEGREES MAGNETIC;;1804/5;3-3;M
2;WIND SPEED, KTS OR MPS;;;2A;WIND SPEED, KTS OR MPS;;2477;4-7;M
