Ligne;N° Set;Type élément;Segment;Ensemble;Zone;SS Zone;FFIRN/FUDN;Card.;Longueur;Libellé;Entité MPGT de départ {Entité de l'attribut};Entité MPGT instanciée {Entité de l'attribut};Attribut MPGT
1114;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
1115;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
1116;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
1117;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
1118;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
1119;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
1120;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.AirePolygoneGeometrique}#APourFrontiere{MPGT.CoordonneesLatLong}
1121;32;COMP. FIELD;EORGID;LOCATION;3;;2089/020;M-N;15..15;GRID REFERENCE LOCATION COORDINATE;_;_;_
1122;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.AngleAvecNord
1123;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.AngleAvecNord
1124;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.AngleAvecNord
1125;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.AngleAvecNord
1126;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.AngleAvecNord
1127;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.AngleAvecNord
1128;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.AngleAvecNord
1129;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#APourOrigine{MPGT.CoordonneesLatLong}
1130;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#APourOrigine{MPGT.CoordonneesLatLong}
1131;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#APourOrigine{MPGT.CoordonneesLatLong}
1132;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#APourOrigine{MPGT.CoordonneesLatLong}
1133;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#APourOrigine{MPGT.CoordonneesLatLong}
1134;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#APourOrigine{MPGT.CoordonneesLatLong}
1135;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#APourOrigine{MPGT.CoordonneesLatLong}
1136;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.LargeurAngulaire
1137;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.LargeurAngulaire
1138;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.LargeurAngulaire
1139;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.LargeurAngulaire
1140;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.LargeurAngulaire
1141;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.LargeurAngulaire
1142;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.LargeurAngulaire
1143;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMaximal
1144;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMaximal
1145;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMaximal
1146;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMaximal
1147;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMaximal
1148;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMaximal
1149;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMaximal
1150;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMinimal
1151;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMinimal
1152;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMinimal
1153;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMinimal
1154;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMinimal
1155;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMinimal
1156;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.SecteurGeometrique}#MPGT.SecteurGeometrique.RayonMinimal
1157;32;COMP. FIELD;EORGID;LOCATION;3;;2089/020;M-N;15..15;GRID REFERENCE LOCATION COORDINATE;_;_;_
1158;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourCentre{MPGT.CoordonneesLatLong}
1159;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourCentre{MPGT.CoordonneesLatLong}
1160;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourCentre{MPGT.CoordonneesLatLong}
1161;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourCentre{MPGT.CoordonneesLatLong}
1162;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourCentre{MPGT.CoordonneesLatLong}
1163;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourCentre{MPGT.CoordonneesLatLong}
1164;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourCentre{MPGT.CoordonneesLatLong}
1165;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourPremierPointConjugue{MPGT.CoordonneesLatLong}
1166;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourPremierPointConjugue{MPGT.CoordonneesLatLong}
1167;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourPremierPointConjugue{MPGT.CoordonneesLatLong}
1168;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourPremierPointConjugue{MPGT.CoordonneesLatLong}
1169;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourPremierPointConjugue{MPGT.CoordonneesLatLong}
1170;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourPremierPointConjugue{MPGT.CoordonneesLatLong}
1171;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourPremierPointConjugue{MPGT.CoordonneesLatLong}
1172;32;COMP. FIELD;EORGID;LOCATION;3A;;2089/020;M-N;15..15;LOCATION, UTM 1-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourSecondPointConjugue{MPGT.CoordonneesLatLong}
1173;32;COMP. FIELD;EORGID;LOCATION;3B;;2086/020;M-N;13..13;LOCATION, UTM 10-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourSecondPointConjugue{MPGT.CoordonneesLatLong}
1174;32;COMP. FIELD;EORGID;LOCATION;3C;;2087/020;M-N;11..11;LOCATION, UTM 100-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourSecondPointConjugue{MPGT.CoordonneesLatLong}
1175;32;COMP. FIELD;EORGID;LOCATION;3D;;2088/020;M-N;9..9;LOCATION, UTM 1,000-METRE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourSecondPointConjugue{MPGT.CoordonneesLatLong}
1176;32;COMP. FIELD;EORGID;LOCATION;3E;;2022/001;M-N;7..7;GEOGRAPHIC POSITION, LAT/LONG, DEGREES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourSecondPointConjugue{MPGT.CoordonneesLatLong}
1177;32;COMP. FIELD;EORGID;LOCATION;3F;;2023/001;M-N;11..11;GEOGRAPHIC POSITION, LAT/LONG, MINUTES;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourSecondPointConjugue{MPGT.CoordonneesLatLong}
1178;32;COMP. FIELD;EORGID;LOCATION;3G;;2024/001;M-N;15..15;GEOGRAPHIC POSITION, LAT/LONG, SECONDS;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}#APourObjetGeographique{MPGT.EllipseGeometrique}#APourSecondPointConjugue{MPGT.CoordonneesLatLong}
381;33;SET;EORGID;LOCAMPN;;;;O-1;;LOCATION AMPLIFICATION;;;
382;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPGT.LocalisationGeometrique2D;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#EstLocalisePar{MPIA.AssocInstanceObjetLocalisation}#EstLocaliseEn{MPGT.LocalisationGeometrique2D}
1179;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.AutreTypeElementControle;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.AutreTypeElementControle}#MPIA.AutreTypeElementControle.Categorie
1180;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.AutreTypeElementControle;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.AutreTypeElementControle}#MPIA.AutreTypeElementControle.SousCategorie
1181;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Type;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#APourObjet{MPIA.AutreElementControle}#APourType{MPIA.AssociationInstanceObjetType}#AssocieCommeType{MPIA.AutreTypeElementControle}#MPIA.Type.Fictif
1182;33;FIELD;EORGID;LOCAMPN;1;;1284/001;M-1;2..8;LOCATION TYPE;MPIA.Unite;MPIA.Rapport;EstSujet{MPGT.AssociationEntiteOrgEltCtrl}#EstRapporteePar{MPIA.Rapport}#MPIA.Rapport.Confirmation
