STRUCTURE;1;A;2;N;1-2;A
FFIRN;1026/020;1420/001;1246/003
FIELD USE DESIGNATOR;NATIONALITY OF BROADCAST;BROADCAST CHARACTERISTIC;BROADCAST GEOGRAPHICAL AREA
