STRUCTURE;5;N;1;S;5;N
FFIRN;1625/018;1025/002;1625/019
FIELD USE DESIGNATOR;LINK ADDRESS BLOCK LOWER LIMIT;HYPHEN;LINK ADDRESS BLOCK UPPER LIMIT
