STRUCTURE;1-2;AN;1;S;2-3;A
FFIRN;1302/001;1025/002;1304/002
FIELD USE DESIGNATOR;IFF/SIF MODE;HYPHEN;IFF/SIF MODE ON OR OFF INDICATOR
