STRUCTURE;1-4;NS;3;A;1;N
FFIRN;1023/039;1008/081;1023/013
FIELD USE DESIGNATOR;CONTEXT QUANTITY, DECIMAL PT PERMITTED, 4 CHAR MAX;UNIT OF SPEED MEASUREMENT, KNOTS;CONTEXT QUANTITY, 0-9
