STRUCTURE;2;N;2;N;2;N;2;N;1;A;3;N;2;N;2;N;2;N;1;A
FFIRN;1039/001;1041/002;1042/002;1793/002;1030/002;1040/001;1041/003;1042/003;1793/003;1030/003
FIELD USE DESIGNATOR;LATITUDE, DEGREES;LATITUDE MINUTE (ANGULAR);LATITUDE SECOND (ANGULAR);LATITUDE CENTISECOND (ANGULAR);LATITUDINAL HEMISPHERE;LONGITUDE, DEGREES;LONGITUDE MINUTE (ANGULAR);LONGITUDE SECOND (ANGULAR);LONGITUDE CENTISECOND (ANGULAR);LONGITUDINAL HEMISPHERE
