STRUCTURE;2;N;1;A;1;A;1;A;2;N;2;N
FFIRN;1096/001;1097/001;1098/001;1099/001;1241/001;1242/001
FIELD USE DESIGNATOR;UTM GRID ZONE COLUMN;UTM GRID ZONE ROW;UTM 100,000-METRE SQUARE COLUMN;UTM 100,000-METRE SQUARE ROW;UTM 1,000-METRE EASTING;UTM 1,000-METRE NORTHING
