STRUCTURE;3;N;2;N;2;N;1;A
FFIRN;1792/001;1001/001;1002/001;1003/001
FIELD USE DESIGNATOR;JULIAN DAY;HOUR (TIME);MINUTE (TIME);TIME ZONE
