STRUCTURE;5;N;1;S;5;N
FFIRN;1625/013;1025/002;1625/014
FIELD USE DESIGNATOR;SYSTEM REFERENCE NUMBER BLOCK LOWER LIMIT;HYPHEN;SYSTEM REFERENCE NUMBER BLOCK UPPER LIMIT
