STRUCTURE;1-2;AN;4-5;A;1-3;N;2-3;A
FFIRN;1258/001;1276/001;1023/003;1008/003
FIELD USE DESIGNATOR;REFERENCE TIME INDICATOR;ARITHMETIC CHANGE;CONTEXT QUANTITY, 1-999;UNIT OF TIME MEASUREMENT
