STRUCTURE;3;N;1-38;X;1-5;NS
FFIRN;1439/001;1022/002;1089/001
FIELD USE DESIGNATOR;DIRECTION IN DEGREES, TRUE;REFERENCE POINT NAME;DISTANCE IN NAUTICAL MILES
