STRUCTURE;1-5;NS;2-3;A
FFIRN;1023/019;1008/027
FIELD USE DESIGNATOR;CONTEXT QUANTITY, DECIMAL PT PERMITTED, 5 CHAR MAX;UNIT OF LINEAR MEASUREMENT, YARDS OR KILOYARDS
