STRUCTURE;4;N;1;S;4;N
FFIRN;1625/006;1025/002;1625/008
FIELD USE DESIGNATOR;TRACK NUMBER BLOCK LOWER LIMIT;HYPHEN;TRACK NUMBER BLOCK UPPER LIMIT
