STRUCTURE;3;N;1-12;AB;1-5;NS
FFIRN;1439/001;1022/008;1089/001
FIELD USE DESIGNATOR;DIRECTION IN DEGREES, TRUE;REFERENCE POINT NAME, 12 CHARACTERS;DISTANCE IN NAUTICAL MILES
