STRUCTURE;1-2;N;1;A;1-3;N
FFIRN;1417/001;1418/001;1052/016
FIELD USE DESIGNATOR;CLOCK POSITION;RELATIVE ALTITUDE POSITION INDICATOR;DISTANCE IN METRES BETWEEN OBSERVER AND OBJECT
