STRUCTURE;2;A;1;A;1;A;1;B;3;AN;1;A
FFIRN;1602/001;1602/002;1603/001;1025/004;1102/007;1102/008
FIELD USE DESIGNATOR;NETWORK OWNERSHIP DESIGNATOR;ORIGINATING NETWORK DESIGN FACILITY DESIGNATOR;NETWORK USE AND ENVIRONMENT DESIGNATORS;BLANK/SPACE CHARACTER;NETWORK NAMING SERIAL IDENTIFIER;NETWORK NAMING VERSION IDENTIFIER
