STRUCTURE;1;A;2;A;4;N
FFIRN;1403/001;1404/001;1012/036
FIELD USE DESIGNATOR;TARGET SYSTEM IDENTIFIER;TARGET ORIGINATOR AND TARGET CLASSIFICATION;NUMERICAL TARGET DESIGNATOR
