STRUCTURE;1-5;N;1;S;1-2;A
FFIRN;1023/044;1025/002;1008/046
FIELD USE DESIGNATOR;CONTEXT QUANTITY, 1-99999;HYPHEN;UNIT OF MEASUREMENT, MM, CM, M
