STRUCTURE;1-3;N;1;S;1;N
FFIRN;1073/010;1025/003;1384/002
FIELD USE DESIGNATOR;WAVE PERIOD IN SECONDS, 0-999;DECIMAL POINT;INCREMENT BY FIVE
