STRUCTURE;1;N;5;N;2;N
FFIRN;1634/002;1012/198;1635/001
FIELD USE DESIGNATOR;IJMS TIME SLOT SET IDENTIFIER;TIME SLOT INDEX;TIME SLOT RECURRENCE RATE
