STRUCTURE;1;N;1;A;3;N;1;S;1;N;1;A;3;N
FFIRN;1012/210;1012/226;1012/223;1025/002;1012/211;1012/228;1012/208
FIELD USE DESIGNATOR;LINK 16 TRACK NO. BLOCK PART LOWER LIMIT, ONE NUMERIC;LINK 16 TRACK NO. BLOCK PART LOWER LIMIT, ONE ALPHABET;LINK 16 TRACK NO. BLOCK PART LOWER LIMIT, THREE NUMERICS;HYPHEN;LINK 16 TRACK NO. BLOCK PART UPPER LIMIT, ONE NUMERIC;LINK 16 TRACK NO. BLOCK PART UPPER LIMIT, ONE ALPHABET;LINK 16 TRACK NO. BLOCK PART UPPER LIMIT, THREE NUMERICS
