STRUCTURE;2;A;3;N;1;S;2;A;3;N
FFIRN;1012/222;1012/223;1025/002;1012/207;1012/208
FIELD USE DESIGNATOR;LINK 16 TRACK NO. BLOCK PART LOWER LIMIT, TWO ALPHABET;LINK 16 TRACK NO. BLOCK PART LOWER LIMIT, THREE NUMERICS;HYPHEN;LINK 16 TRACK NO. BLOCK PART UPPER LIMIT, TWO ALPHABET;LINK 16 TRACK NO. BLOCK PART UPPER LIMIT, THREE NUMERICS
