STRUCTURE;4;N;4;N
FFIRN;1687/001;1087/002
FIELD USE DESIGNATOR;AIR TEMPERATURE, TENTHS OF A DEGREE KELVIN;ATMOSPHERIC PRESSURE IN MILLIBARS
