FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ESTIMATED NUCLEAR YIELD IN KILOTONS; ; ;CURRENT / CURRENT;1104/002;1-6;NS
