FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MISSION TYPE DESIGNATOR; ; ;CURRENT / CURRENT;1285/001;2-7;A
* 2 M;(NU) MISSION STATE; ; ;CURRENT / CURRENT;1451/001;2-4;A
* 3 O;(NU) SENSOR TYPE; ; ;CURRENT / CURRENT;1434/001;2-6;AN
* 4 O;(NU) TIME IN STATE IN MINUTES; ; ;CURRENT / CURRENT;1072/004;1-3;NS
