FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) SPEED IN METRES PER SECOND; ; ;CURRENT / CURRENT;1708/001;1-3;NS
