FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) NAVAL TASK DESIGNATOR; ; ;CURRENT / CURRENT;2143/002;3-15;ANS
2 M;(NU) COMMANDER NAVAL TASK DESIGNATOR NAME; ; ;CURRENT / CURRENT;1022/043;1-38;X
3 M;(NU) FLAG SHIP; ; ;CURRENT / CURRENT;1022/044;1-38;X
* 4 O;(NU) UNIT; ; ;CURRENT / CURRENT;1022/057;1-30;X
