FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 O;(NU) LENGTH IN METRES, CENTIMETRES, OR MILLIMETRES; ; ;CURRENT / CURRENT;2115/002;3-8;ANS
2 O;(NU) WIDTH IN METRES, CENTIMETRES, OR MILLIMETRES; ; ;CURRENT / CURRENT;2115/003;3-8;ANS
3 O;(NU) HEIGHT IN METRES, CENTIMETRES, OR MILLIMETRES; ; ;CURRENT / CURRENT;2115/004;3-8;ANS
4 C;(NU) DIAMETER IN METRES, CENTIMETRES, OR MILLIMETRES; ; ;CURRENT / CURRENT;2115/005;3-8;ANS
5 O;(NU) VISIBLE WIRES INDICATOR; ; ;CURRENT / CURRENT;1027/031;2-3;A
6 O;(NU) FASTENING METHOD; ; ;CURRENT / CURRENT;1201/001;4-11;AB
7 O;(NU) WARNING GIVEN INDICATOR; ; ;CURRENT / CURRENT;1027/032;2-3;A
8 O;(NU) SECONDARY HAZARD PRESENCE INDICATOR; ; ;CURRENT / CURRENT;1027/033;2-3;A
9 O;(NU) WITNESSES AVAILABLE INDICATOR; ; ;CURRENT / CURRENT;1027/034;2-3;A
