FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) PORT OF LOADING; ; ;CURRENT / CURRENT;1022/176;1-20;X
2 M;(NU) DTG OF DOCKING; ; ;CURRENT / CURRENT;2033/033;14;AN
3 M;(NU) DTG OF DEPARTURE; ; ;CURRENT / CURRENT;2033/006;14;AN
