FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DELIVERY UNIT IDENTIFIER; ; ;CURRENT / CURRENT;1028/042;1-24;X
2 M;(NU) INTELLIGENCE PRODUCT TYPE; ; ;CURRENT / CURRENT;1834/001;1-30;X
3 M;(NU) SCALE OF PRINTS; ; ;CURRENT / CURRENT;1079/004;1-7;N
* 4 M;(NU) NUMBER OF PRODUCTS; ; ;CURRENT / CURRENT;1044/328;1-2;N
* 5 M;(NU) TYPE OF IMAGERY/MAPPING; ; ;CURRENT / CURRENT;1677/008;5-9;ANB
