FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) FLAG; ;A;CURRENT / CURRENT;1026/003;2;A
;(NU) UNIT IDENTIFICATION CODE (UIC);UIC;B;CURRENT / CURRENT;2141/001;7-9;AN
* 2 M;(NU) SHIP TYPE IDENTIFIER; ; ;CURRENT / CURRENT;2047/001;4-8;AS
* 3 M;(NU) SHIP NAME; ;A;CURRENT / CURRENT;1022/049;1-38;X
;(NU) NUMBER OF SHIPS;QTY;B;CURRENT / CURRENT;1044/076;1-2;N
