FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
* 1 M;(NU) ORDNANCE SENSOR; ; ;CURRENT / CURRENT;1434/009;1-68;X
* 2 M;(NU) DESCRIPTION OF SENSOR DOME; ; ;CURRENT / CURRENT;1363/056;1-38;X
* 3 M;(NU) SENSOR DOME DIAMETER IN METRES, CENTIMETRES, OR MILLIMETRES; ; ;CURRENT / CURRENT;2115/010;3-8;ANS
