FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) MISSION NUMBER OF DELAYED FLIGHT; ; ;CURRENT / CURRENT;1012/074;1-8;X
2 M;(NU) REASON FOR DELAY; ; ;CURRENT / CURRENT;1318/002;3-8;A
3 C;(NU) EXPLANATION; ; ;CURRENT / CURRENT;1357/003;1-67;X
