FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ICAO DEPARTURE LOCATION; ; ;CURRENT / CURRENT;1125/004;4;AN
2 M;(NU) DAY-TIME OF TAKEOFF; ; ;CURRENT / CURRENT;2000/075;7;AN
3 M;(NU) DAY-TIME ON STATION; ; ;CURRENT / CURRENT;2000/033;7;AN
4 M;(NU) NATO AIRBORNE EARLY WARNING (NAEW) ORBIT IDENTIFIER; ;A ;CURRENT / CURRENT;1577/002;2-4;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, DEGREES; ;B;CURRENT / CURRENT;2022/001;7;AN
;(NU) GEOGRAPHIC POSITION, LAT/LONG, MINUTES; ;C;CURRENT / CURRENT;2023/001;11;AN
5 M;(NU) DAY-TIME OFF STATION; ; ;CURRENT / CURRENT;2000/035;7;AN
6 M;(NU) DAY-TIME OF LANDING; ; ;CURRENT / CURRENT;2000/076;7;AN
7 M;(NU) ICAO RECOVERY BASE; ; ;CURRENT / CURRENT;1125/005;4;AN
