FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ICAO BASE CODE; ; ;CURRENT / CURRENT;1125/002;4;AN
* 2 M;(NU) NATO AIRBORNE EARLY WARNING AIRCRAFT; ; ;CURRENT / CURRENT;1015/014;3-6;AN
* 3 M;(NU) TOTAL NUMBER OF AIRCRAFT; ; ;CURRENT / CURRENT;1044/212;1-3;N
* 4 M;(NU) NUMBER OF COMBAT READY AIRCRAFT; ; ;CURRENT / CURRENT;1044/215;1-3;N
