FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) DAY-TIME AVAILABLE FROM; ; ;CURRENT / CURRENT;2000/003;7;AN
2 M;(NU) DURATION TIME IN HOURS AND TENTHS; ; ;CURRENT / CURRENT;2133/002;3-4;NS
3 M;(NU) FUEL AVAILABLE FOR OFFLOAD IN THOUSANDS OF POUNDS (KLBS); ; ;CURRENT / CURRENT;1578/002;1-3;N
