FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) BREACHING METHOD; ; ;CURRENT / CURRENT;1703/001;1;A
