FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) ENVIRONMENTAL PREDICTION SYSTEM PRODUCT; ; ;CURRENT / CURRENT;1511/001;4-6;A
2 M;(NU) DATE-TIME MONTH OF START, VERIFIED; ; ;CURRENT / CURRENT;2032/003;11;AN
3 M;(NU) DATE-TIME MONTH OF STOP, VERIFIED; ; ;CURRENT / CURRENT;2032/004;11;AN
