FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) AS OF DTG; ; ;CURRENT / CURRENT;2033/054;14;AN
2 M;(NU) EFFECT ON OPERATIONS; ; ;CURRENT / CURRENT;1088/002;2;N
3 M;(NU) DETAILS OF OPERATIONAL EFFECT; ; ;CURRENT / CURRENT;1357/024;1-68;X
