FF-SEQ;FIELD USE DESIGNATOR;FLD DESC;ALT;CLASSNAME;FFIRN/FUDN;STRUCTURE
1 M;(NU) WATER WIDTH IN METRES; ; ;CURRENT / CURRENT;1658/020;1-3;N
2 M;(NU) TOTAL GAP WIDTH, INCLUDING WATERWAY, IN METRES; ; ;CURRENT / CURRENT;1658/021;1-3;N
